seq,program_id,scene_no,key,target_wav,category,program_title,heading,narration
105,psy02,3,psy02-3,psy02-3.wav,精神看護,うつ病の理解と関わり方｜してはいけない声かけ,希死念慮に注意,うつ病では希死念慮にも注意なのだ。少し回復して動けるようになった時期は、特に危険と言われるのだ。つらさのサインを見逃さず、安全に配慮するのだ。
106,psy02,4,psy02-4,psy02-4.wav,精神看護,うつ病の理解と関わり方｜してはいけない声かけ,まとめなのだ,まとめなのだ。うつ病は抑うつ気分と興味の喪失が中心で、安易な励ましはしないのだ。希死念慮のサインに気をつけて関わるのだ。
107,exam01,1,exam01-1,exam01-1.wav,国家試験対策,必修問題でよく出る正常値まとめ【一問一答】,必修は正常値の暗記がカギなのだ,必修問題では正常値の暗記がとても大事なのだ。バイタルサインや血液、電解質、尿の量などの基準値をおさえるのだ。
108,exam01,2,exam01-2,exam01-2.wav,国家試験対策,必修問題でよく出る正常値まとめ【一問一答】,おさえたい数値その1,まずはバイタルなのだ。成人の脈拍は60から100回、呼吸は12から20回、体温は約36から37度なのだ。声に出して覚えるのだ。
109,exam01,3,exam01-3,exam01-3.wav,国家試験対策,必修問題でよく出る正常値まとめ【一問一答】,おさえたい数値その2,尿量は1日およそ1000から1500mLで、400mL未満は乏尿なのだ。こういう数字は必修でねらわれやすいから、繰り返し確認するのだ。
110,exam01,4,exam01-4,exam01-4.wav,国家試験対策,必修問題でよく出る正常値まとめ【一問一答】,まとめなのだ,まとめなのだ。正常値は必修の得点源なのだ。声に出して、繰り返し覚えるのが合格への近道なのだ。いっしょにがんばるのだ!
111,exam02,1,exam02-1,exam02-1.wav,国家試験対策,点滴の滴下数 計算問題の解き方【公式と練習】,滴下数の計算をマスターするのだ,点滴の滴下数の計算は、公式を覚えれば必ず解けるのだ。成人用と小児用の2つがあるから、まずそこを区別するのだ。
112,exam02,2,exam02-2,exam02-2.wav,国家試験対策,点滴の滴下数 計算問題の解き方【公式と練習】,公式のちがい,成人用の輸液セットは20滴で1mL、小児用は60滴で1mLなのだ。問題では1分間に何滴落とすかを求めることが多いのだ。
113,exam02,3,exam02-3,exam02-3.wav,国家試験対策,点滴の滴下数 計算問題の解き方【公式と練習】,計算してみるのだ,計算は、総量に1mLあたりの滴数をかけて、かかる時間の分で割るのだ。時間は分にそろえるのを忘れないのだ。落ち着いて公式に当てはめれば大丈夫なのだ。
114,exam02,4,exam02-4,exam02-4.wav,国家試験対策,点滴の滴下数 計算問題の解き方【公式と練習】,まとめなのだ,まとめなのだ。成人は20滴、小児は60滴、時間は分に直すのだ。あとは練習問題で慣れれば、本番でも解けるようになるのだ。
115,exam03,1,exam03-1,exam03-1.wav,国家試験対策,心電図の読み方の基本｜まずはこの3つから,心電図はまず3つから始めるのだ,心電図は苦手な人が多いけど、まずは3つから始めれば大丈夫なのだ。正常な波形を知って、危険な波形を見分けられるようになるのが目標なのだ。
116,exam03,2,exam03-2,exam03-2.wav,国家試験対策,心電図の読み方の基本｜まずはこの3つから,正常洞調律,正常な心電図は洞調律と言って、P波・QRS波・T波が順番に、規則正しく出るのだ。まずはこの基本の形を頭に入れるのだ。
117,exam03,3,exam03-3,exam03-3.wav,国家試験対策,心電図の読み方の基本｜まずはこの3つから,危険な波形,覚えておきたい危険な波形なのだ。心室細動は波がバラバラで、すぐに除細動が必要なのだ。心室頻拍や心房細動も大事な不整脈なのだ。
118,exam03,4,exam03-4,exam03-4.wav,国家試験対策,心電図の読み方の基本｜まずはこの3つから,まとめなのだ,まとめなのだ。心電図はまず正常を覚えて、危険な波形を見分けるのだ。あわてず、患者さんの様子とあわせて観察するのが大事なのだ。
